Draw Date,Month,Day,Year,Weekday,Weekday,Quarter,Winning Numbers,Mega Ball,Multiplier,First,Second,Third,Fourth,Fifth
10/7/2003,10,7,2003,Tue,0,4,01 02 22 40 41,43,,1,2,22,40,41
10/3/2003,10,3,2003,Fri,1,4,19 21 30 31 52,51,,19,21,30,31,52
9/30/2003,9,30,2003,Tue,0,3,02 26 37 40 46,49,,2,26,37,40,46
9/26/2003,9,26,2003,Fri,1,3,05 29 32 45 52,29,,5,29,32,45,52
9/23/2003,9,23,2003,Tue,0,3,05 16 24 49 51,28,,5,16,24,49,51
9/19/2003,9,19,2003,Fri,1,3,13 14 24 34 47,13,,13,14,24,34,47
9/16/2003,9,16,2003,Tue,0,3,15 20 24 30 46,42,,15,20,24,30,46
9/12/2003,9,12,2003,Fri,1,3,16 22 23 38 46,45,,16,22,23,38,46
9/9/2003,9,9,2003,Tue,0,3,14 15 30 39 46,30,,14,15,30,39,46
9/5/2003,9,5,2003,Fri,1,3,07 09 28 41 42,19,,7,9,28,41,42
9/2/2003,9,2,2003,Tue,0,3,22 26 27 32 39,14,,22,26,27,32,39
8/29/2003,8,29,2003,Fri,1,3,08 11 17 42 52,10,,8,11,17,42,52
8/26/2003,8,26,2003,Tue,0,3,09 28 42 44 49,47,,9,28,42,44,49
8/22/2003,8,22,2003,Fri,1,3,04 19 31 32 51,31,,4,19,31,32,51
8/19/2003,8,19,2003,Tue,0,3,07 11 24 28 52,16,,7,11,24,28,52
8/15/2003,8,15,2003,Fri,1,3,01 16 20 41 52,13,,1,16,20,41,52
8/12/2003,8,12,2003,Tue,0,3,08 11 18 35 51,26,,8,11,18,35,51
8/8/2003,8,8,2003,Fri,1,3,06 09 35 40 43,42,,6,9,35,40,43
8/5/2003,8,5,2003,Tue,0,3,07 32 34 38 44,49,,7,32,34,38,44
8/1/2003,8,1,2003,Fri,1,3,02 11 27 30 33,46,,2,11,27,30,33
7/29/2003,7,29,2003,Tue,0,3,01 17 19 32 42,33,,1,17,19,32,42
7/25/2003,7,25,2003,Fri,1,3,33 46 47 50 51,30,,33,46,47,50,51
7/22/2003,7,22,2003,Tue,0,3,01 05 31 38 47,3,,1,5,31,38,47
7/18/2003,7,18,2003,Fri,1,3,29 30 34 38 44,39,,29,30,34,38,44
7/15/2003,7,15,2003,Tue,0,3,01 26 33 43 48,22,,1,26,33,43,48
7/11/2003,7,11,2003,Fri,1,3,01 04 10 16 18,10,,1,4,10,16,18
7/8/2003,7,8,2003,Tue,0,3,02 09 27 29 35,18,,2,9,27,29,35
7/4/2003,7,4,2003,Fri,1,3,06 07 22 37 46,8,,6,7,22,37,46
7/1/2003,7,1,2003,Tue,0,3,28 32 39 45 48,31,,28,32,39,45,48
6/27/2003,6,27,2003,Fri,1,2,01 14 20 31 40,43,,1,14,20,31,40
6/24/2003,6,24,2003,Tue,0,2,02 26 43 44 47,31,,2,26,43,44,47
6/20/2003,6,20,2003,Fri,1,2,01 02 03 12 37,35,,1,2,3,12,37
6/17/2003,6,17,2003,Tue,0,2,27 31 34 40 52,1,,27,31,34,40,52
6/13/2003,6,13,2003,Fri,1,2,12 15 16 20 51,33,,12,15,16,20,51
6/10/2003,6,10,2003,Tue,0,2,14 15 23 32 52,37,,14,15,23,32,52
6/6/2003,6,6,2003,Fri,1,2,10 14 28 39 40,35,,10,14,28,39,40
6/3/2003,6,3,2003,Tue,0,2,04 20 25 29 32,20,,4,20,25,29,32
5/30/2003,5,30,2003,Fri,1,2,01 21 28 33 51,3,,1,21,28,33,51
5/27/2003,5,27,2003,Tue,0,2,10 11 17 20 26,3,,10,11,17,20,26
5/23/2003,5,23,2003,Fri,1,2,12 20 31 33 50,17,,12,20,31,33,50
5/20/2003,5,20,2003,Tue,0,2,02 16 36 44 49,3,,2,16,36,44,49
5/16/2003,5,16,2003,Fri,1,2,05 10 16 26 39,52,,5,10,16,26,39
5/13/2003,5,13,2003,Tue,0,2,17 20 47 49 50,34,,17,20,47,49,50
5/9/2003,5,9,2003,Fri,1,2,01 10 20 22 28,39,,1,10,20,22,28
5/6/2003,5,6,2003,Tue,0,2,05 14 32 44 52,24,,5,14,32,44,52
5/2/2003,5,2,2003,Fri,1,2,02 05 19 32 34,52,,2,5,19,32,34
4/29/2003,4,29,2003,Tue,0,2,06 08 09 33 35,32,,6,8,9,33,35
4/25/2003,4,25,2003,Fri,1,2,01 12 32 48 51,29,,1,12,32,48,51
4/22/2003,4,22,2003,Tue,0,2,03 09 15 28 52,7,,3,9,15,28,52
4/18/2003,4,18,2003,Fri,1,2,05 15 24 50 52,3,,5,15,24,50,52
4/15/2003,4,15,2003,Tue,0,2,16 29 31 39 52,21,,16,29,31,39,52
4/11/2003,4,11,2003,Fri,1,2,15 26 27 38 39,46,,15,26,27,38,39
4/8/2003,4,8,2003,Tue,0,2,08 10 24 38 45,6,,8,10,24,38,45
4/4/2003,4,4,2003,Fri,1,2,06 22 28 31 40,18,,6,22,28,31,40
4/1/2003,4,1,2003,Tue,0,2,07 12 26 45 47,36,,7,12,26,45,47
3/28/2003,3,28,2003,Fri,1,1,08 12 21 27 29,15,,8,12,21,27,29
3/25/2003,3,25,2003,Tue,0,1,15 21 37 40 42,7,,15,21,37,40,42
3/21/2003,3,21,2003,Fri,1,1,06 17 18 40 50,8,,6,17,18,40,50
3/18/2003,3,18,2003,Tue,0,1,13 14 16 29 49,29,,13,14,16,29,49
3/14/2003,3,14,2003,Fri,1,1,03 06 14 31 33,8,,3,6,14,31,33
3/11/2003,3,11,2003,Tue,0,1,10 15 26 28 39,10,,10,15,26,28,39
3/7/2003,3,7,2003,Fri,1,1,07 10 32 36 41,33,,7,10,32,36,41
3/4/2003,3,4,2003,Tue,0,1,02 26 36 37 41,22,,2,26,36,37,41
2/28/2003,2,28,2003,Fri,1,1,11 16 26 48 49,13,,11,16,26,48,49
2/25/2003,2,25,2003,Tue,0,1,02 04 06 37 47,38,,2,4,6,37,47
2/21/2003,2,21,2003,Fri,1,1,21 28 29 40 51,20,,21,28,29,40,51
2/18/2003,2,18,2003,Tue,0,1,12 22 29 42 50,11,,12,22,29,42,50
2/14/2003,2,14,2003,Fri,1,1,11 13 19 32 47,21,,11,13,19,32,47
2/11/2003,2,11,2003,Tue,0,1,18 20 23 48 49,10,,18,20,23,48,49
2/7/2003,2,7,2003,Fri,1,1,03 09 20 26 27,50,,3,9,20,26,27
2/4/2003,2,4,2003,Tue,0,1,05 12 16 22 24,48,,5,12,16,22,24
1/31/2003,1,31,2003,Fri,1,1,01 08 09 19 22,21,,1,8,9,19,22
1/28/2003,1,28,2003,Tue,0,1,13 24 26 32 47,34,,13,24,26,32,47
1/24/2003,1,24,2003,Fri,1,1,16 31 37 40 41,5,,16,31,37,40,41
1/21/2003,1,21,2003,Tue,0,1,04 41 48 50 51,23,,4,41,48,50,51
1/17/2003,1,17,2003,Fri,1,1,25 26 38 42 46,27,,25,26,38,42,46
1/14/2003,1,14,2003,Tue,0,1,30 39 41 47 52,27,,30,39,41,47,52
1/10/2003,1,10,2003,Fri,1,1,07 17 18 34 50,18,,7,17,18,34,50
1/7/2003,1,7,2003,Tue,0,1,15 16 28 34 51,33,,15,16,28,34,51
1/3/2003,1,3,2003,Fri,1,1,06 14 28 37 46,3,,6,14,28,37,46
12/31/2002,12,31,2002,Tue,0,4,08 21 29 42 51,34,,8,21,29,42,51
12/27/2002,12,27,2002,Fri,1,4,11 14 26 30 39,3,,11,14,26,30,39
12/24/2002,12,24,2002,Tue,0,4,08 24 39 43 52,43,,8,24,39,43,52
12/20/2002,12,20,2002,Fri,1,4,10 14 41 46 49,52,,10,14,41,46,49
12/17/2002,12,17,2002,Tue,0,4,03 07 21 29 49,46,,3,7,21,29,49
12/13/2002,12,13,2002,Fri,1,4,02 13 14 24 46,34,,2,13,14,24,46
12/10/2002,12,10,2002,Tue,0,4,03 05 09 16 31,28,,3,5,9,16,31
12/6/2002,12,6,2002,Fri,1,4,04 08 30 36 52,48,,4,8,30,36,52
12/3/2002,12,3,2002,Tue,0,4,01 15 19 40 51,26,,1,15,19,40,51
11/29/2002,11,29,2002,Fri,1,4,08 25 33 42 49,40,,8,25,33,42,49
11/26/2002,11,26,2002,Tue,0,4,03 21 27 31 43,34,,3,21,27,31,43
11/22/2002,11,22,2002,Fri,1,4,11 16 19 22 46,5,,11,16,19,22,46
11/19/2002,11,19,2002,Tue,0,4,07 16 20 40 52,8,,7,16,20,40,52
11/15/2002,11,15,2002,Fri,1,4,06 17 44 49 51,39,,6,17,44,49,51
11/12/2002,11,12,2002,Tue,0,4,03 28 45 48 50,24,,3,28,45,48,50
11/8/2002,11,8,2002,Fri,1,4,17 19 37 47 48,14,,17,19,37,47,48
11/5/2002,11,5,2002,Tue,0,4,02 07 16 28 36,47,,2,7,16,28,36
11/1/2002,11,1,2002,Fri,1,4,05 10 22 23 43,37,,5,10,22,23,43
10/29/2002,10,29,2002,Tue,0,4,09 10 14 41 49,35,,9,10,14,41,49
10/25/2002,10,25,2002,Fri,1,4,08 15 34 39 47,4,,8,15,34,39,47
10/22/2002,10,22,2002,Tue,0,4,16 20 26 36 48,32,,16,20,26,36,48
10/18/2002,10,18,2002,Fri,1,4,10 31 40 48 51,38,,10,31,40,48,51
10/15/2002,10,15,2002,Tue,0,4,06 20 27 34 51,22,,6,20,27,34,51
10/11/2002,10,11,2002,Fri,1,4,09 11 17 26 41,29,,9,11,17,26,41
10/8/2002,10,8,2002,Tue,0,4,18 34 43 47 50,25,,18,34,43,47,50
10/4/2002,10,4,2002,Fri,1,4,10 42 43 45 51,1,,10,42,43,45,51
10/1/2002,10,1,2002,Tue,0,4,07 21 30 32 37,15,,7,21,30,32,37
9/27/2002,9,27,2002,Fri,1,3,23 27 30 33 36,5,,23,27,30,33,36
9/24/2002,9,24,2002,Tue,0,3,08 32 34 42 50,21,,8,32,34,42,50
9/20/2002,9,20,2002,Fri,1,3,01 02 04 05 46,8,,1,2,4,5,46
9/17/2002,9,17,2002,Tue,0,3,07 10 19 26 44,5,,7,10,19,26,44
9/13/2002,9,13,2002,Fri,1,3,24 32 37 40 51,12,,24,32,37,40,51
9/10/2002,9,10,2002,Tue,0,3,04 06 10 21 25,21,,4,6,10,21,25
9/6/2002,9,6,2002,Fri,1,3,31 39 42 49 51,35,,31,39,42,49,51
9/3/2002,9,3,2002,Tue,0,3,08 23 36 49 51,10,,8,23,36,49,51
8/30/2002,8,30,2002,Fri,1,3,06 31 32 42 51,42,,6,31,32,42,51
8/27/2002,8,27,2002,Tue,0,3,02 05 11 18 45,22,,2,5,11,18,45
8/23/2002,8,23,2002,Fri,1,3,05 19 20 45 48,44,,5,19,20,45,48
8/20/2002,8,20,2002,Tue,0,3,02 13 20 23 43,6,,2,13,20,23,43
8/16/2002,8,16,2002,Fri,1,3,22 31 33 44 52,43,,22,31,33,44,52
8/13/2002,8,13,2002,Tue,0,3,03 10 15 18 25,52,,3,10,15,18,25
8/9/2002,8,9,2002,Fri,1,3,07 17 23 43 44,26,,7,17,23,43,44
8/6/2002,8,6,2002,Tue,0,3,02 06 38 40 50,14,,2,6,38,40,50
8/2/2002,8,2,2002,Fri,1,3,10 16 23 28 31,7,,10,16,23,28,31
7/30/2002,7,30,2002,Tue,0,3,02 06 22 27 44,1,,2,6,22,27,44
7/26/2002,7,26,2002,Fri,1,3,20 27 28 37 49,32,,20,27,28,37,49
7/23/2002,7,23,2002,Tue,0,3,10 12 29 32 38,7,,10,12,29,32,38
7/19/2002,7,19,2002,Fri,1,3,07 15 24 37 46,9,,7,15,24,37,46
7/16/2002,7,16,2002,Tue,0,3,10 24 35 49 52,47,,10,24,35,49,52
7/12/2002,7,12,2002,Fri,1,3,13 19 23 38 47,15,,13,19,23,38,47
7/9/2002,7,9,2002,Tue,0,3,26 29 31 44 48,40,,26,29,31,44,48
7/5/2002,7,5,2002,Fri,1,3,11 20 26 29 41,41,,11,20,26,29,41
7/2/2002,7,2,2002,Tue,0,3,14 22 32 35 44,6,,14,22,32,35,44
6/28/2002,6,28,2002,Fri,1,2,18 31 49 50 51,4,,18,31,49,50,51
6/25/2002,6,25,2002,Tue,0,2,04 18 21 27 41,50,,4,18,21,27,41
6/21/2002,6,21,2002,Fri,1,2,13 18 32 39 49,6,,13,18,32,39,49
6/18/2002,6,18,2002,Tue,0,2,06 13 18 27 45,18,,6,13,18,27,45
6/14/2002,6,14,2002,Fri,1,2,04 08 32 37 43,2,,4,8,32,37,43
6/11/2002,6,11,2002,Tue,0,2,05 06 09 33 44,52,,5,6,9,33,44
6/7/2002,6,7,2002,Fri,1,2,14 22 27 28 42,13,,14,22,27,28,42
6/4/2002,6,4,2002,Tue,0,2,03 25 29 30 48,48,,3,25,29,30,48
5/31/2002,5,31,2002,Fri,1,2,12 28 45 46 52,47,,12,28,45,46,52
5/28/2002,5,28,2002,Tue,0,2,06 21 22 29 32,24,,6,21,22,29,32
5/24/2002,5,24,2002,Fri,1,2,02 04 32 44 52,36,,2,4,32,44,52
5/21/2002,5,21,2002,Tue,0,2,04 28 39 41 44,9,,4,28,39,41,44
5/17/2002,5,17,2002,Fri,1,2,15 18 25 33 47,30,,15,18,25,33,47
4/27/2021,4,27,2021,Tue,0,2,15 22 30 41 42,25,4,15,22,30,41,42
4/30/2021,4,30,2021,Fri,1,2,08 19 26 48 49,5,3,8,19,26,48,49
5/4/2021,5,4,2021,Tue,0,2,04 27 32 57 63,22,3,4,27,32,57,63
5/7/2021,5,7,2021,Fri,1,2,05 10 19 21 50,10,4,5,10,19,21,50
5/11/2021,5,11,2021,Tue,0,2,07 08 20 36 39,22,3,7,8,20,36,39
5/14/2021,5,14,2021,Fri,1,2,03 18 41 44 68,3,2,3,18,41,44,68
5/18/2021,5,18,2021,Tue,0,2,03 05 56 61 66,4,2,3,5,56,61,66
5/21/2021,5,21,2021,Fri,1,2,06 09 17 18 48,8,3,6,9,17,18,48
5/25/2021,5,25,2021,Tue,0,2,14 21 31 34 54,11,3,14,21,31,34,54
5/28/2021,5,28,2021,Fri,1,2,10 14 20 47 70,15,2,10,14,20,47,70
6/1/2021,6,1,2021,Tue,0,2,07 11 33 58 63,23,2,7,11,33,58,63
6/4/2021,6,4,2021,Fri,1,2,04 30 34 41 64,8,3,4,30,34,41,64
6/8/2021,6,8,2021,Tue,0,2,09 22 39 41 54,19,3,9,22,39,41,54
6/11/2021,6,11,2021,Fri,1,2,04 43 56 63 68,13,4,4,43,56,63,68
6/15/2021,6,15,2021,Tue,0,2,18 22 27 38 52,11,4,18,22,27,38,52
6/18/2021,6,18,2021,Fri,1,2,14 36 44 46 53,18,2,14,36,44,46,53
6/22/2021,6,22,2021,Tue,0,2,01 26 48 51 59,25,4,1,26,48,51,59
6/25/2021,6,25,2021,Fri,1,2,17 20 42 45 65,12,4,17,20,42,45,65
6/29/2021,6,29,2021,Tue,0,2,07 38 50 52 69,21,3,7,38,50,52,69
7/2/2021,7,2,2021,Fri,1,3,08 31 32 34 45,19,2,8,31,32,34,45
7/6/2021,7,6,2021,Tue,0,3,18 47 63 68 69,14,3,18,47,63,68,69
7/9/2021,7,9,2021,Fri,1,3,06 37 39 41 46,17,2,6,37,39,41,46
7/13/2021,7,13,2021,Tue,0,3,03 10 17 26 55,24,2,3,10,17,26,55
7/16/2021,7,16,2021,Fri,1,3,24 25 47 52 57,24,4,24,25,47,52,57
7/20/2021,7,20,2021,Tue,0,3,10 26 30 52 57,10,2,10,26,30,52,57
7/23/2021,7,23,2021,Fri,1,3,13 17 19 40 69,17,3,13,17,19,40,69
7/27/2021,7,27,2021,Tue,0,3,02 35 36 54 64,11,3,2,35,36,54,64
7/30/2021,7,30,2021,Fri,1,3,19 26 31 52 68,10,3,19,26,31,52,68
8/3/2021,8,3,2021,Tue,0,3,01 09 17 27 34,24,2,1,9,17,27,34
8/6/2021,8,6,2021,Fri,1,3,09 18 40 46 69,9,2,9,18,40,46,69
8/10/2021,8,10,2021,Tue,0,3,29 45 50 59 62,12,2,29,45,50,59,62
8/13/2021,8,13,2021,Fri,1,3,17 21 35 40 53,11,2,17,21,35,40,53
8/17/2021,8,17,2021,Tue,0,3,03 06 16 38 56,24,3,3,6,16,38,56
8/20/2021,8,20,2021,Fri,1,3,41 43 51 57 70,1,2,41,43,51,57,70
8/24/2021,8,24,2021,Tue,0,3,17 18 26 52 67,19,2,17,18,26,52,67
8/27/2021,8,27,2021,Fri,1,3,01 10 44 47 56,23,3,1,10,44,47,56
8/31/2021,8,31,2021,Tue,0,3,08 14 31 58 68,15,3,8,14,31,58,68
9/3/2021,9,3,2021,Fri,1,3,07 10 12 61 65,3,2,7,10,12,61,65
9/7/2021,9,7,2021,Tue,0,3,15 17 25 32 53,12,3,15,17,25,32,53
9/10/2021,9,10,2021,Fri,1,3,20 32 35 47 64,18,2,20,32,35,47,64
9/14/2021,9,14,2021,Tue,0,3,04 13 19 63 64,16,2,4,13,19,63,64
9/17/2021,9,17,2021,Fri,1,3,17 32 40 59 61,18,3,17,32,40,59,61
9/21/2021,9,21,2021,Tue,0,3,36 41 45 51 56,13,3,36,41,45,51,56
9/24/2021,9,24,2021,Fri,1,3,17 21 27 43 56,15,3,17,21,27,43,56
9/28/2021,9,28,2021,Tue,0,3,18 30 43 68 69,22,4,18,30,43,68,69
10/1/2021,10,1,2021,Fri,1,4,21 25 36 62 63,6,2,21,25,36,62,63
10/5/2021,10,5,2021,Tue,0,4,07 11 18 30 36,4,3,7,11,18,30,36
10/8/2021,10,8,2021,Fri,1,4,21 24 36 40 70,22,5,21,24,36,40,70
10/12/2021,10,12,2021,Tue,0,4,21 26 56 61 65,4,3,21,26,56,61,65
10/15/2021,10,15,2021,Fri,1,4,03 20 31 34 65,18,3,3,20,31,34,65
10/19/2021,10,19,2021,Tue,0,4,03 12 13 19 52,1,3,3,12,13,19,52
10/22/2021,10,22,2021,Fri,1,4,09 14 26 29 66,22,3,9,14,26,29,66
10/26/2021,10,26,2021,Tue,0,4,06 14 19 56 62,9,4,6,14,19,56,62
10/29/2021,10,29,2021,Fri,1,4,15 26 28 35 45,4,3,15,26,28,35,45
11/2/2021,11,2,2021,Tue,0,4,05 10 26 58 65,9,2,5,10,26,58,65
11/5/2021,11,5,2021,Fri,1,4,10 15 20 66 68,18,2,10,15,20,66,68
11/9/2021,11,9,2021,Tue,0,4,09 14 16 26 49,14,3,9,14,16,26,49
11/12/2021,11,12,2021,Fri,1,4,30 32 42 46 48,15,2,30,32,42,46,48
11/16/2021,11,16,2021,Tue,0,4,06 22 44 53 65,3,3,6,22,44,53,65
11/19/2021,11,19,2021,Fri,1,4,05 23 52 53 59,18,5,5,23,52,53,59
11/23/2021,11,23,2021,Tue,0,4,07 24 54 57 58,6,3,7,24,54,57,58
11/26/2021,11,26,2021,Fri,1,4,07 27 37 42 59,2,2,7,27,37,42,59
